epoch,lr,train_loss,val_loss,train_acc,val_acc,train_time_taken,val_time_taken,val_conf_mat
579,9.755282581475898e-06,0.0997,0.0759,96.41,96.95,31.16,1.7,"[2908, 5, 31, 6, 2899, 57, 166, 64, 4802]"
580,1.0000000000000113e-05,0.0999,0.0752,96.38,97.62,31.2,1.76,"[2905, 5, 34, 6, 2912, 44, 136, 30, 4866]"
581,9.755282581475898e-06,0.097,0.0745,96.52,97.27,31.15,1.74,"[2905, 6, 33, 6, 2916, 40, 125, 83, 4824]"
582,9.045084971874913e-06,0.0989,0.0777,96.38,97.05,31.3,1.75,"[2909, 5, 30, 6, 2920, 36, 161, 79, 4792]"
583,7.938926261462492e-06,0.0951,0.0764,96.53,97.36,31.64,1.69,"[2907, 5, 32, 6, 2916, 40, 136, 64, 4832]"
584,6.545084971874913e-06,0.0963,0.0755,96.57,97.19,31.14,1.77,"[2907, 5, 32, 6, 2916, 40, 166, 53, 4813]"
585,5.0000000000000826e-06,0.0951,0.0749,96.57,97.05,31.13,1.74,"[2908, 5, 31, 6, 2914, 42, 169, 65, 4798]"
586,3.4549150281253863e-06,0.0989,0.0743,96.45,97.37,30.86,1.68,"[2906, 5, 33, 6, 2918, 38, 129, 71, 4832]"
587,2.061073738537665e-06,0.0967,0.0751,96.43,97.11,30.72,1.75,"[2906, 5, 33, 6, 2916, 40, 166, 61, 4805]"
588,9.549150281252322e-07,0.0957,0.0729,96.59,97.05,30.73,1.7,"[2905, 5, 34, 6, 2916, 40, 160, 72, 4800]"
589,2.447174185242323e-07,0.0986,0.0761,96.38,97.15,31.32,1.78,"[2908, 5, 31, 6, 2916, 40, 166, 58, 4808]"
590,0.0,0.0955,0.0728,96.61,97.12,31.16,1.69,"[2909, 5, 30, 6, 2916, 40, 157, 72, 4803]"
591,2.447174185242324e-07,0.0936,0.0759,96.61,97.08,30.08,1.79,"[2906, 5, 33, 6, 2916, 40, 166, 64, 4802]"
592,9.549150281253827e-07,0.0953,0.0751,96.67,97.36,30.71,1.8,"[2907, 5, 32, 8, 2901, 53, 166, 19, 4847]"
593,2.0610737385378594e-06,0.0928,0.0754,96.58,96.97,31.14,1.69,"[2908, 4, 32, 6, 2903, 53, 168, 63, 4801]"
594,3.4549150281257556e-06,0.0945,0.0775,96.48,97.1,30.71,1.73,"[2907, 5, 32, 6, 2916, 40, 167, 62, 4803]"
595,5.000000000000658e-06,0.0957,0.075,96.43,97.16,30.28,1.67,"[2906, 5, 33, 6, 2888, 68, 166, 27, 4839]"
596,6.545084971875703e-06,0.0973,0.0751,96.57,97.05,31.21,1.72,"[2908, 5, 31, 6, 2905, 51, 168, 57, 4807]"
597,7.938926261463488e-06,0.0949,0.0737,96.61,97.33,30.26,1.67,"[2906, 5, 33, 6, 2916, 40, 123, 81, 4828]"
598,9.045084971876082e-06,0.0954,0.0727,96.6,97.37,30.67,1.74,"[2910, 5, 29, 6, 2916, 40, 128, 74, 4830]"
599,9.755282581477194e-06,0.0989,0.0738,96.4,96.98,30.86,1.75,"[2906, 5, 33, 6, 2901, 55, 155, 71, 4806]"
600,1.0000000000001476e-05,0.0944,0.077,96.64,97.03,31.17,1.72,"[2909, 5, 30, 6, 2920, 36, 159, 84, 4789]"
601,9.755282581477217e-06,0.0934,0.0719,96.64,97.52,31.22,1.73,"[2910, 5, 29, 6, 2916, 40, 115, 71, 4846]"
602,9.045084971876126e-06,0.0943,0.0745,96.58,97.02,30.48,1.69,"[2907, 5, 32, 6, 2903, 53, 163, 62, 4807]"
603,7.938926261463545e-06,0.0958,0.0755,96.48,97.05,31.13,1.68,"[2907, 5, 32, 6, 2901, 55, 167, 53, 4812]"
604,6.545084971875772e-06,0.0945,0.0737,96.54,97.01,31.38,1.66,"[2905, 7, 32, 6, 2916, 40, 157, 80, 4795]"
605,5.000000000000731e-06,0.0938,0.0708,96.54,97.0,30.49,1.72,"[2902, 7, 35, 6, 2914, 42, 155, 78, 4799]"
606,3.4549150281258255e-06,0.0928,0.0773,96.65,97.06,30.87,1.79,"[2909, 5, 30, 6, 2916, 40, 171, 64, 4797]"
607,2.061073738537919e-06,0.0971,0.0749,96.47,97.1,30.83,1.76,"[2907, 5, 32, 6, 2916, 40, 158, 71, 4803]"
608,9.549150281254261e-07,0.0937,0.075,96.68,97.0,31.22,1.69,"[2906, 5, 33, 6, 2916, 40, 159, 80, 4793]"
609,2.447174185242991e-07,0.0913,0.0737,96.61,97.1,31.53,1.71,"[2905, 5, 34, 6, 2916, 40, 156, 71, 4805]"
610,0.0,0.0952,0.0714,96.54,97.07,30.01,1.74,"[2904, 6, 34, 6, 2903, 53, 154, 62, 4816]"
611,2.447174185242324e-07,0.0953,0.0732,96.43,97.26,30.4,1.68,"[2906, 5, 33, 6, 2890, 66, 164, 20, 4848]"
612,9.549150281253616e-07,0.0955,0.0697,96.49,96.99,31.65,1.68,"[2903, 6, 35, 6, 2914, 42, 155, 80, 4797]"
613,2.0610737385377984e-06,0.0962,0.0713,96.47,97.15,30.56,1.76,"[2904, 5, 35, 6, 2912, 44, 166, 51, 4815]"
614,3.4549150281256396e-06,0.0946,0.0726,96.54,97.05,31.5,1.72,"[2908, 6, 30, 6, 2903, 53, 154, 69, 4809]"
615,5.000000000000477e-06,0.0948,0.0741,96.61,97.01,31.47,1.72,"[2904, 6, 34, 6, 2916, 40, 157, 79, 4796]"
616,6.545084971875454e-06,0.093,0.0702,96.6,97.66,31.58,1.75,"[2904, 6, 34, 6, 2914, 42, 123, 39, 4870]"
617,7.938926261463174e-06,0.0944,0.0736,96.64,97.36,31.25,1.71,"[2905, 5, 34, 6, 2916, 40, 157, 41, 4834]"
618,9.045084971875631e-06,0.0978,0.0755,96.54,97.05,30.54,1.65,"[2905, 7, 32, 6, 2920, 36, 155, 81, 4796]"
619,9.755282581476785e-06,0.0926,0.0703,96.74,97.75,31.32,1.74,"[2905, 5, 34, 6, 2914, 42, 122, 31, 4879]"
620,1.0000000000001046e-05,0.0957,0.0784,96.49,97.01,30.37,1.74,"[2906, 5, 33, 6, 2918, 38, 161, 79, 4792]"
621,9.755282581476787e-06,0.0951,0.0724,96.53,97.41,30.64,1.77,"[2905, 6, 33, 6, 2916, 40, 115, 78, 4839]"
622,9.045084971875718e-06,0.0956,0.0739,96.51,97.29,30.5,1.75,"[2906, 5, 33, 6, 2918, 38, 137, 72, 4823]"
623,7.938926261463178e-06,0.0934,0.0768,96.6,96.73,30.32,1.66,"[2908, 5, 31, 6, 2918, 38, 199, 74, 4759]"
624,6.545084971875458e-06,0.094,0.0764,96.52,96.97,31.13,1.67,"[2907, 5, 32, 6, 2920, 36, 161, 86, 4785]"
625,5.0000000000004815e-06,0.0928,0.0731,96.65,97.43,30.38,1.75,"[2910, 2, 32, 8, 2908, 46, 169, 19, 4844]"
626,3.4549150281256442e-06,0.0948,0.0736,96.5,97.09,31.59,1.76,"[2906, 5, 33, 6, 2916, 40, 157, 72, 4803]"
627,2.061073738537917e-06,0.0948,0.0752,96.48,96.99,30.87,1.66,"[2907, 5, 32, 6, 2916, 40, 159, 82, 4791]"
628,9.549150281254482e-07,0.0958,0.0745,96.46,97.11,31.29,1.67,"[2906, 5, 33, 6, 2918, 38, 157, 72, 4803]"
629,2.4471741852427797e-07,0.0952,0.0751,96.6,97.09,31.52,1.73,"[2907, 5, 32, 6, 2918, 38, 159, 73, 4800]"
630,0.0,0.0977,0.0724,96.49,97.09,31.26,1.67,"[2906, 5, 33, 6, 2916, 40, 157, 72, 4803]"
631,2.447174185242324e-07,0.0946,0.0739,96.64,97.15,31.1,1.75,"[2906, 5, 33, 6, 2916, 40, 163, 61, 4808]"
632,9.549150281253408e-07,0.0921,0.0768,96.68,96.98,29.81,1.79,"[2907, 5, 32, 6, 2918, 38, 169, 75, 4788]"
633,2.061073738537737e-06,0.0963,0.0784,96.46,97.35,31.14,1.87,"[2910, 2, 32, 6, 2914, 42, 171, 31, 4830]"
634,3.4549150281255227e-06,0.0939,0.0745,96.57,97.08,30.77,1.8,"[2906, 5, 33, 6, 2916, 40, 166, 64, 4802]"
635,5.000000000000295e-06,0.092,0.0759,96.66,96.79,30.76,1.71,"[2908, 5, 31, 6, 2916, 40, 191, 73, 4768]"
636,6.545084971875068e-06,0.094,0.0735,96.66,97.15,30.93,1.73,"[2908, 4, 32, 6, 2916, 40, 168, 57, 4807]"
637,7.938926261462744e-06,0.0936,0.0713,96.62,97.71,31.25,1.7,"[2906, 5, 33, 6, 2914, 42, 135, 24, 4873]"
638,9.04508497187526e-06,0.0926,0.0718,96.7,97.2,30.79,1.78,"[2908, 3, 33, 6, 2916, 40, 165, 54, 4813]"
639,9.75528258147633e-06,0.0936,0.0727,96.62,97.41,31.76,1.75,"[2905, 5, 34, 6, 2916, 40, 159, 34, 4839]"
640,1.0000000000000614e-05,0.094,0.0755,96.54,97.23,31.94,1.76,"[2907, 5, 32, 6, 2927, 29, 156, 70, 4806]"
641,9.755282581476353e-06,0.0942,0.0697,96.5,97.7,30.53,1.67,"[2905, 5, 34, 6, 2914, 42, 135, 24, 4873]"
642,9.045084971875306e-06,0.0939,0.0731,96.62,97.38,31.38,1.79,"[2906, 5, 33, 6, 2925, 31, 137, 69, 4826]"
643,7.938926261462805e-06,0.0935,0.0714,96.58,97.38,31.23,1.77,"[2905, 5, 34, 6, 2916, 40, 134, 62, 4836]"
644,6.545084971875143e-06,0.0924,0.0729,96.7,97.09,30.95,1.79,"[2905, 5, 34, 6, 2916, 40, 165, 63, 4804]"
645,5.000000000000374e-06,0.0922,0.0721,96.66,97.37,31.23,1.77,"[2905, 5, 34, 6, 2918, 38, 135, 64, 4833]"
646,3.4549150281255972e-06,0.0942,0.0717,96.6,97.08,30.92,1.76,"[2905, 5, 34, 6, 2916, 40, 164, 65, 4803]"
647,2.0610737385378006e-06,0.0915,0.0734,96.75,97.36,30.69,1.74,"[2905, 5, 34, 6, 2914, 42, 165, 31, 4836]"
648,9.549150281253865e-07,0.094,0.0777,96.68,97.18,30.84,1.73,"[2909, 4, 31, 6, 2927, 29, 169, 64, 4799]"
649,2.4471741852425684e-07,0.0934,0.0772,96.65,97.33,30.94,1.66,"[2907, 4, 33, 6, 2916, 40, 170, 34, 4828]"
650,0.0,0.0921,0.0742,96.75,97.35,31.15,1.72,"[2906, 5, 33, 8, 2910, 44, 166, 28, 4838]"
651,2.447174185242324e-07,0.0948,0.0712,96.64,97.34,30.7,1.77,"[2906, 5, 33, 6, 2916, 40, 124, 78, 4830]"
652,9.549150281252358e-07,0.0927,0.0728,96.67,97.38,31.06,1.76,"[2906, 5, 33, 6, 2918, 38, 135, 64, 4833]"
653,2.061073738537676e-06,0.0923,0.0741,96.66,97.09,31.25,1.82,"[2906, 4, 34, 6, 2914, 42, 167, 60, 4805]"
654,3.4549150281252716e-06,0.0936,0.074,96.57,97.41,31.57,1.73,"[2909, 4, 31, 6, 2918, 38, 137, 62, 4833]"
655,4.9999999999999725e-06,0.0931,0.0743,96.69,97.33,31.5,1.67,"[2907, 5, 32, 6, 2914, 42, 176, 26, 4830]"
656,6.545084971874684e-06,0.0942,0.0743,96.68,97.1,31.63,1.79,"[2906, 5, 33, 6, 2916, 40, 165, 63, 4804]"
657,7.938926261462544e-06,0.0893,0.0737,96.72,97.3,31.12,1.74,"[2906, 5, 33, 8, 2914, 40, 166, 38, 4828]"
658,9.04508497187489e-06,0.0928,0.0743,96.55,97.31,31.65,1.77,"[2908, 5, 31, 6, 2916, 40, 137, 70, 4825]"
659,9.755282581475921e-06,0.0931,0.0746,96.64,97.01,31.63,1.73,"[2905, 5, 34, 6, 2929, 27, 174, 76, 4782]"
660,1.0000000000000185e-05,0.0936,0.075,96.54,97.31,31.8,1.73,"[2905, 6, 33, 6, 2914, 42, 154, 48, 4830]"
661,9.755282581475926e-06,0.0916,0.0707,96.64,97.76,31.22,1.81,"[2905, 5, 34, 6, 2914, 42, 131, 21, 4880]"
662,9.045084971874898e-06,0.0927,0.0733,96.67,97.42,30.84,1.65,"[2906, 5, 33, 6, 2914, 42, 154, 37, 4841]"
663,7.938926261462553e-06,0.0877,0.0739,96.8,97.09,31.55,1.72,"[2905, 5, 34, 6, 2927, 29, 167, 72, 4793]"
664,6.545084971874829e-06,0.0928,0.0741,96.56,97.47,31.3,1.7,"[2906, 5, 33, 6, 2925, 31, 168, 28, 4836]"
665,5.000000000000124e-06,0.0899,0.073,96.67,97.03,30.95,1.79,"[2906, 5, 33, 6, 2914, 42, 164, 70, 4798]"
666,3.4549150281254164e-06,0.0881,0.0754,96.85,97.08,31.29,1.72,"[2906, 5, 33, 6, 2914, 42, 158, 70, 4804]"
667,2.061073738537799e-06,0.0876,0.0728,96.81,97.39,31.06,1.76,"[2905, 5, 34, 6, 2916, 40, 165, 30, 4837]"
668,9.549150281252421e-07,0.0918,0.0723,96.71,97.34,31.06,1.76,"[2905, 5, 34, 6, 2914, 42, 168, 31, 4833]"
669,2.4471741852423577e-07,0.0914,0.0715,96.66,97.18,31.34,1.8,"[2905, 5, 34, 6, 2925, 31, 156, 71, 4805]"
670,0.0,0.0936,0.0711,96.6,97.66,31.98,1.73,"[2904, 5, 35, 6, 2914, 42, 124, 38, 4870]"
671,2.447174185242324e-07,0.0904,0.0747,96.7,97.08,31.27,1.73,"[2906, 5, 33, 6, 2925, 31, 168, 71, 4793]"
672,9.549150281253863e-07,0.0897,0.0755,96.78,97.02,31.69,1.77,"[2906, 5, 33, 6, 2914, 42, 166, 69, 4797]"
673,2.061073738537869e-06,0.0917,0.0746,96.65,97.29,30.96,1.7,"[2906, 5, 33, 6, 2914, 42, 158, 47, 4827]"
674,3.454915028125639e-06,0.0883,0.0789,96.85,97.02,31.43,1.68,"[2908, 4, 32, 8, 2914, 40, 174, 63, 4795]"
675,5.00000000000083e-06,0.0912,0.0773,96.67,97.07,30.8,1.72,"[2907, 5, 32, 6, 2916, 40, 162, 70, 4800]"
676,6.545084971875743e-06,0.0938,0.0796,96.61,97.16,31.51,1.76,"[2912, 5, 27, 6, 2929, 27, 161, 79, 4792]"
677,7.938926261463539e-06,0.0929,0.0739,96.7,97.09,31.15,1.75,"[2908, 4, 32, 6, 2914, 42, 160, 69, 4803]"
678,9.04508497187606e-06,0.09,0.0757,96.73,96.99,30.85,1.71,"[2906, 5, 33, 6, 2916, 40, 159, 81, 4792]"
679,9.755282581477304e-06,0.0895,0.0729,96.75,97.4,31.23,1.72,"[2904, 6, 34, 6, 2927, 29, 124, 80, 4828]"
680,1.0000000000001546e-05,0.0889,0.0735,96.78,97.32,31.62,1.78,"[2904, 7, 33, 6, 2914, 42, 122, 78, 4832]"
681,9.755282581477287e-06,0.0913,0.0735,96.78,97.36,31.07,1.75,"[2909, 2, 33, 8, 2906, 48, 164, 28, 4840]"
682,9.045084971876192e-06,0.0903,0.0758,96.76,97.35,31.65,1.74,"[2912, 5, 27, 8, 2914, 40, 164, 40, 4828]"
683,7.938926261463606e-06,0.0914,0.0756,96.74,97.31,31.35,1.73,"[2906, 5, 33, 6, 2914, 42, 124, 79, 4829]"
684,6.545084971875824e-06,0.0875,0.0742,96.82,97.65,30.85,1.72,"[2905, 5, 34, 6, 2912, 44, 124, 38, 4870]"
685,5.0000000000009135e-06,0.0862,0.0752,96.82,97.37,31.72,1.72,"[2911, 2, 31, 6, 2912, 44, 168, 31, 4833]"
686,3.454915028125719e-06,0.0889,0.0726,96.74,97.64,30.58,1.74,"[2907, 3, 34, 6, 2914, 42, 136, 32, 4864]"
687,2.0610737385379374e-06,0.0896,0.078,96.77,97.04,31.73,1.68,"[2908, 5, 31, 6, 2920, 36, 160, 81, 4791]"
688,9.549150281254357e-07,0.0902,0.0769,96.73,97.4,31.16,1.69,"[2909, 5, 30, 6, 2918, 38, 128, 72, 4832]"
689,2.447174185243025e-07,0.0907,0.0741,96.69,97.3,31.32,1.73,"[2906, 5, 33, 6, 2916, 40, 127, 79, 4826]"
690,0.0,0.0908,0.0771,96.71,97.3,30.4,1.72,"[2905, 5, 34, 6, 2914, 42, 173, 30, 4829]"
691,2.447174185242324e-07,0.0893,0.074,96.77,97.05,30.84,1.73,"[2907, 5, 32, 6, 2916, 40, 157, 78, 4797]"
692,9.54915028125282e-07,0.0909,0.0754,96.75,97.38,31.43,1.75,"[2906, 5, 33, 6, 2916, 40, 135, 62, 4835]"
693,2.061073738537693e-06,0.0888,0.0735,96.8,97.4,31.99,1.77,"[2908, 5, 31, 6, 2916, 40, 135, 62, 4835]"
694,3.454915028125658e-06,0.0889,0.0777,96.78,97.11,31.32,1.7,"[2910, 3, 31, 6, 2920, 36, 171, 64, 4797]"
695,5.000000000000505e-06,0.0905,0.0737,96.7,97.37,31.57,1.81,"[2907, 5, 32, 6, 2916, 40, 137, 62, 4833]"
696,6.545084971875358e-06,0.09,0.0707,96.66,97.38,30.75,1.75,"[2902, 6, 36, 6, 2914, 42, 121, 70, 4841]"
697,7.938926261463339e-06,0.0885,0.0736,96.79,97.35,31.85,1.87,"[2905, 5, 34, 6, 2916, 40, 136, 63, 4833]"
698,9.045084971875773e-06,0.0889,0.0765,96.83,97.35,31.11,1.74,"[2906, 5, 33, 6, 2920, 36, 126, 79, 4827]"
699,9.755282581476851e-06,0.0876,0.0722,96.77,97.36,31.33,1.93,"[2905, 5, 34, 6, 2910, 46, 163, 29, 4840]"
700,1.0000000000001117e-05,0.0916,0.0733,96.64,97.28,30.4,1.68,"[2904, 6, 34, 6, 2918, 38, 128, 80, 4824]"
701,9.755282581476858e-06,0.0888,0.0729,96.78,97.34,31.82,1.8,"[2905, 3, 36, 6, 2912, 44, 136, 61, 4835]"
702,9.045084971875784e-06,0.0883,0.0784,96.83,97.03,30.39,1.75,"[2912, 2, 30, 8, 2910, 44, 167, 69, 4796]"
703,7.938926261463352e-06,0.0903,0.0772,96.71,97.02,31.3,1.69,"[2911, 4, 29, 6, 2914, 42, 170, 70, 4792]"
704,6.545084971875645e-06,0.0869,0.0724,96.81,97.07,30.8,1.8,"[2908, 5, 31, 6, 2918, 38, 163, 72, 4797]"
705,5.000000000000523e-06,0.0892,0.0754,96.76,97.11,31.06,1.74,"[2908, 4, 32, 6, 2916, 40, 167, 62, 4803]"
706,3.4549150281256743e-06,0.09,0.0712,96.74,97.03,30.98,1.75,"[2905, 5, 34, 6, 2912, 44, 153, 78, 4801]"
707,2.061073738537936e-06,0.0864,0.0728,96.84,96.98,30.85,1.78,"[2907, 5, 32, 6, 2914, 42, 166, 74, 4792]"
708,9.549150281253747e-07,0.0903,0.0735,96.76,97.12,31.53,1.75,"[2907, 5, 32, 6, 2914, 42, 164, 61, 4807]"
709,2.447174185242814e-07,0.0912,0.0776,96.78,97.13,30.93,1.73,"[2914, 4, 26, 6, 2918, 38, 170, 65, 4797]"
710,0.0,0.0902,0.0747,96.67,96.98,31.18,1.73,"[2908, 5, 31, 6, 2914, 42, 169, 72, 4791]"
711,2.447174185242324e-07,0.0892,0.0723,96.84,97.1,31.0,1.74,"[2907, 5, 32, 6, 2914, 42, 165, 62, 4805]"
712,9.54915028125515e-07,0.0869,0.0738,96.85,97.0,31.33,1.74,"[2905, 5, 34, 6, 2916, 40, 165, 73, 4794]"
713,2.061073738538116e-06,0.0897,0.0735,96.77,97.29,31.53,1.71,"[2906, 5, 33, 6, 2914, 42, 165, 40, 4827]"
714,3.4549150281260254e-06,0.0866,0.0753,96.89,97.02,30.31,1.76,"[2904, 6, 34, 6, 2918, 38, 165, 72, 4795]"
715,5.0000000000013624e-06,0.0888,0.0753,96.83,96.98,31.23,1.76,"[2905, 5, 34, 6, 2914, 42, 166, 72, 4794]"
716,6.5450849718764166e-06,0.0915,0.0727,96.76,97.05,29.94,1.74,"[2904, 6, 34, 6, 2918, 38, 162, 72, 4798]"
717,7.938926261464331e-06,0.0878,0.0743,96.92,97.35,30.4,1.77,"[2908, 5, 31, 6, 2916, 40, 131, 71, 4830]"
718,9.045084971876939e-06,0.087,0.073,96.85,97.05,30.96,1.81,"[2907, 3, 34, 6, 2918, 38, 165, 71, 4796]"
719,9.755282581478186e-06,0.092,0.0832,96.71,97.12,31.04,1.7,"[2914, 3, 27, 6, 2920, 36, 174, 64, 4794]"
720,1.0000000000002474e-05,0.0907,0.0732,96.74,97.39,30.87,1.76,"[2907, 4, 33, 6, 2910, 46, 164, 27, 4841]"
721,9.755282581478215e-06,0.0901,0.0777,96.64,97.1,30.93,1.75,"[2913, 3, 28, 6, 2920, 36, 167, 72, 4793]"
722,9.045084971877074e-06,0.0872,0.0785,96.84,97.15,31.87,1.79,"[2910, 5, 29, 6, 2927, 29, 168, 70, 4794]"
723,7.938926261464287e-06,0.0841,0.0786,96.95,97.16,31.55,1.71,"[2910, 3, 31, 6, 2929, 27, 168, 70, 4794]"
724,6.545084971876367e-06,0.0887,0.0754,96.79,97.46,30.69,1.7,"[2909, 3, 32, 6, 2929, 27, 135, 69, 4828]"
725,5.000000000001309e-06,0.086,0.0719,96.9,97.45,31.61,1.73,"[2906, 5, 33, 6, 2929, 27, 125, 77, 4830]"
726,3.45491502812611e-06,0.0881,0.0775,96.85,97.41,30.67,1.73,"[2910, 4, 30, 6, 2914, 42, 166, 30, 4836]"
727,2.061073738538188e-06,0.0875,0.0771,96.81,97.46,30.99,1.71,"[2908, 5, 31, 6, 2933, 23, 135, 72, 4825]"
728,9.549150281255674e-07,0.0889,0.0732,96.83,97.44,31.19,1.74,"[2906, 5, 33, 6, 2931, 25, 135, 71, 4826]"
729,2.447174185243479e-07,0.0884,0.0753,96.81,97.36,31.46,1.75,"[2906, 5, 33, 6, 2914, 42, 135, 62, 4835]"
730,0.0,0.0888,0.0759,96.8,97.45,30.72,1.72,"[2913, 2, 29, 6, 2914, 42, 134, 60, 4838]"
731,2.447174185242324e-07,0.0879,0.0762,96.81,97.41,30.86,1.77,"[2910, 4, 30, 6, 2925, 31, 176, 31, 4825]"
732,9.549150281252373e-07,0.0877,0.0764,96.84,97.32,30.14,1.71,"[2907, 5, 32, 6, 2916, 40, 135, 70, 4827]"
733,2.061073738537566e-06,0.0895,0.072,96.84,97.35,30.07,1.7,"[2905, 4, 35, 6, 2914, 42, 122, 76, 4834]"
734,3.4549150281254172e-06,0.0877,0.0748,96.95,97.44,31.44,1.75,"[2912, 5, 27, 6, 2929, 27, 137, 73, 4822]"
735,5.000000000000131e-06,0.0865,0.0778,97.0,97.14,30.18,1.69,"[2911, 4, 29, 6, 2927, 29, 170, 70, 4792]"
736,6.545084971874843e-06,0.0893,0.0791,96.82,97.25,31.23,1.76,"[2914, 4, 26, 6, 2931, 25, 171, 64, 4797]"
737,7.938926261462573e-06,0.0856,0.0743,96.89,97.44,30.94,1.77,"[2905, 5, 34, 6, 2931, 25, 127, 78, 4827]"
738,9.045084971874926e-06,0.087,0.074,97.0,97.11,30.24,1.77,"[2906, 4, 34, 6, 2927, 29, 159, 79, 4794]"
739,9.755282581475959e-06,0.0912,0.0737,96.66,97.32,31.43,1.73,"[2909, 3, 32, 6, 2916, 40, 136, 71, 4825]"
740,1.0000000000000224e-05,0.0844,0.0764,96.9,97.35,31.49,1.77,"[2910, 5, 29, 6, 2920, 36, 129, 79, 4824]"
741,9.755282581475965e-06,0.0896,0.0763,96.85,97.37,31.79,1.68,"[2912, 4, 28, 6, 2914, 42, 172, 30, 4830]"
742,9.045084971874937e-06,0.0878,0.0752,96.83,97.38,31.5,1.77,"[2911, 4, 29, 6, 2910, 46, 167, 29, 4836]"
743,7.938926261462588e-06,0.0888,0.078,96.83,97.15,31.22,1.69,"[2913, 5, 26, 6, 2927, 29, 170, 70, 4792]"
744,6.545084971874996e-06,0.0866,0.0777,96.86,97.15,30.97,1.74,"[2912, 4, 28, 6, 2929, 27, 169, 72, 4791]"
745,5.0000000000001495e-06,0.0873,0.0757,96.82,97.17,31.16,1.7,"[2909, 4, 31, 6, 2925, 31, 170, 62, 4800]"
746,3.454915028125435e-06,0.0845,0.0787,96.97,97.05,31.2,1.75,"[2910, 4, 30, 6, 2918, 38, 169, 71, 4792]"
747,2.0610737385378116e-06,0.0873,0.0776,96.79,97.09,30.55,1.72,"[2909, 4, 31, 6, 2914, 42, 168, 62, 4802]"
748,9.54915028125249e-07,0.0873,0.0792,96.82,97.17,31.08,1.78,"[2912, 4, 28, 6, 2931, 25, 170, 71, 4791]"
749,2.4471741852423794e-07,0.084,0.0739,96.95,97.43,31.32,1.72,"[2908, 4, 32, 6, 2918, 38, 164, 32, 4836]"
750,0.0,0.086,0.0767,96.96,97.39,31.84,1.76,"[2907, 4, 33, 6, 2914, 42, 164, 31, 4837]"
751,2.447174185242324e-07,0.0862,0.0785,96.86,97.33,30.81,1.67,"[2910, 4, 30, 6, 2914, 42, 175, 30, 4827]"
752,9.54915028125471e-07,0.0851,0.0799,96.94,97.07,30.46,1.71,"[2910, 4, 30, 6, 2918, 38, 166, 71, 4795]"
753,2.061073738537989e-06,0.0864,0.0797,96.9,97.05,30.98,1.68,"[2911, 2, 31, 6, 2918, 38, 178, 63, 4791]"
754,3.4549150281257853e-06,0.0883,0.0813,96.82,96.79,31.48,1.71,"[2913, 4, 27, 6, 2922, 34, 203, 72, 4757]"
755,5.000000000000704e-06,0.0844,0.0763,96.89,97.0,30.78,1.74,"[2907, 5, 32, 6, 2916, 40, 161, 79, 4792]"
756,6.545084971875768e-06,0.0854,0.0771,96.87,97.05,30.97,1.74,"[2908, 4, 32, 6, 2916, 40, 166, 70, 4796]"
757,7.938926261463569e-06,0.0847,0.0751,96.86,97.08,31.32,1.66,"[2910, 4, 30, 6, 2918, 38, 165, 71, 4796]"
758,9.045084971876095e-06,0.0877,0.0809,96.92,97.06,31.31,1.8,"[2910, 2, 32, 6, 2922, 34, 162, 80, 4790]"
759,9.755282581477346e-06,0.0865,0.0725,96.87,97.34,30.42,1.74,"[2907, 3, 34, 6, 2912, 44, 159, 40, 4833]"
760,1.0000000000001592e-05,0.0847,0.0765,97.04,97.12,29.94,1.74,"[2907, 5, 32, 6, 2929, 27, 169, 71, 4792]"
761,9.755282581477333e-06,0.0855,0.0749,97.0,96.96,30.74,1.72,"[2906, 6, 32, 6, 2918, 38, 160, 85, 4787]"
762,9.045084971876236e-06,0.0857,0.0771,96.92,97.05,30.28,1.69,"[2909, 3, 32, 6, 2918, 38, 160, 79, 4793]"
763,7.938926261463647e-06,0.0836,0.0784,97.0,97.0,31.49,1.75,"[2908, 5, 31, 6, 2920, 36, 166, 79, 4787]"
764,6.5450849718758575e-06,0.0881,0.0786,96.87,97.07,30.57,1.73,"[2910, 5, 29, 6, 2920, 36, 160, 79, 4793]"
765,5.000000000000941e-06,0.0859,0.0748,96.86,97.34,31.03,1.69,"[2911, 5, 28, 6, 2918, 38, 161, 48, 4823]"
766,3.4549150281260093e-06,0.0859,0.0758,96.92,97.3,31.19,1.7,"[2906, 4, 34, 6, 2912, 44, 164, 38, 4830]"
767,2.0610737385379505e-06,0.0853,0.0752,96.84,97.28,31.48,1.75,"[2904, 6, 34, 6, 2916, 40, 158, 48, 4826]"
768,9.549150281254427e-07,0.0865,0.0737,96.9,97.6,30.58,1.73,"[2908, 5, 31, 6, 2914, 42, 135, 38, 4859]"
769,2.4471741852430465e-07,0.0866,0.0781,96.89,97.05,31.25,1.74,"[2911, 4, 29, 6, 2916, 40, 167, 72, 4793]"
770,0.0,0.0854,0.0801,96.94,97.24,32.06,1.72,"[2908, 5, 31, 6, 2918, 38, 177, 40, 4815]"
771,2.447174185242324e-07,0.0833,0.0745,96.95,97.61,31.13,1.72,"[2904, 6, 34, 6, 2916, 40, 132, 38, 4862]"
772,9.549150281251955e-07,0.085,0.0794,96.89,97.05,31.29,1.66,"[2913, 4, 27, 6, 2918, 38, 172, 71, 4789]"
